generation,blobIndex,survived,fitness,timeAlive,energyGained,healthLost,damageDealt,foodEaten,killCount,gSize,gSpeed,gPredation,gAggression,worldScale,moveForce,maxEnergy,energyCost,attackDamage,maxHealth
27,374,1,3278.27,90.06,810,175,420,20,3,1,0,0.403,0.895,0.375,0.5,230,6.612,35,200
27,275,1,3178.71,90.06,732.5,140,385,18,5,1,0.219,0.409,0.859,0.375,0.938,230,8.826,35,200
27,329,1,2996.75,90.06,702.5,175,385,17,3,1,0.081,0.442,0.952,0.375,0.662,230,7.578,35,200
27,101,1,2950.6,90.06,672.5,140,385,16,3,1,0.151,0.469,0.964,0.375,0.802,230,8.386,35,200
27,147,1,2851.04,90.06,805,175,350,21,1,1,0.09,0.364,1,0.375,0.68,230,7.356,35,200
27,317,1,2744.89,90.06,600,105,420,13,2,1,0.09,0.391,0.94,0.375,0.68,230,7.464,35,200
27,109,1,2719.18,90.06,752.5,175,245,21,2,1,0.159,0.313,1,0.375,0.818,230,7.842,35,200
27,43,1,2562.25,90.06,620,70,280,16,2,1,0.153,0.355,0.718,0.375,0.806,230,7.95,35,200
27,111,1,2290.8,90.06,597.5,140,175,17,2,1,0.114,0.412,0.562,0.375,0.728,230,7.788,35,200
27,96,0,2240.79,82.1399,462.5,201.199,385,9,4,1,0.147,0.364,0.562,0.375,0.794,230,7.926,35,200
27,65,0,2210.96,67.48,352.5,200.562,525,3,4,1,0.078,0.481,1,0.375,0.656,230,7.704,35,200
27,315,0,2123.96,47.0799,310,200.56,560,1,4,1,0.273,0.574,0.961,0.375,1.046,230,10.026,35,200
27,245,0,2123.72,79.14,347.5,201.202,455,4,4,1,0,0.37,1,0.375,0.5,230,6.48,35,200
27,72,0,2119.47,30,297.5,210,595,0,4,1,0.222,0.373,0.673,0.375,0.944,230,8.712,35,200
27,162,0,2055.46,47.74,305,200.12,490,2,5,1,0.363,0.406,1,0.375,1.226,230,10.254,35,200
27,46,0,2043.92,37.5,280,210,560,0,4,1,0.303,0.397,1,0.375,1.106,230,9.618,35,200
27,165,0,2038.07,35,280,210,560,0,4,1,0.208,0.37,0.991,0.375,0.916,230,8.56,35,200
27,158,0,1964.92,57.24,312.5,201.199,385,4,6,1,0.256,0.391,0.94,0.375,1.012,230,9.124,35,200
27,17,0,1935.54,30.84,245,210,490,0,6,1,0.372,0.322,0.994,0.375,1.244,230,10.008,35,200
27,149,0,1884.86,50.9799,330,210,420,4,3,1,0.144,0.439,0.859,0.375,0.788,230,8.196,35,200
27,382,1,1866.47,90.06,690,106.595,0,23,0,0.94,0.156,0.457,1,0.357,0.84008,221,8.15184,33.2,191
27,51,0,1813.32,28.32,385,210,350,7,3,1,0.36,0.313,0.874,0.375,1.22,230,9.852,35,200
27,229,0,1801.35,31.4999,240,210,420,1,6,1,0.303,0.4,0.985,0.375,1.106,230,9.63,35,200
27,133,0,1796.73,53.08,312.5,210,385,4,3,1,0,0.412,0.997,0.375,0.5,230,6.648,35,200
27,235,0,1792.01,34.42,245,210,490,0,3,1,0.178,0.406,0.859,0.375,0.856,230,8.404,35,200
27,252,0,1783.5,30.7599,245,210,490,0,3,1,0.405,0.361,0.952,0.375,1.31,230,10.494,35,200
27,7,0,1776.59,14.0799,280,210,560,0,2,1,0.15,0.364,0.997,0.375,0.8,230,7.956,35,200
27,136,0,1682.23,15.04,262.5,210,525,0,2,1,0.021,0.406,1,0.375,0.542,230,6.834,35,200
27,208,0,1659.49,22.54,227.5,210,455,0,3,1,0.444,0.463,0.952,0.375,1.388,230,11.292,35,200
27,73,0,1650.44,50.7399,192.5,210,385,0,5,1,0.021,0.406,0.94,0.375,0.542,230,6.834,35,200
27,326,0,1641.23,30.4199,210,210,420,0,4,1,0.117,0.334,0.934,0.375,0.734,230,7.506,35,200
27,13,0,1619.74,24.2,210,210,420,0,4,1,0.039,0.412,1,0.375,0.578,230,7.038,35,200
