generation,blobIndex,survived,fitness,timeAlive,energyGained,healthLost,damageDealt,foodEaten,killCount,gSize,gSpeed,gPredation,gAggression,worldScale,moveForce,maxEnergy,energyCost,attackDamage,maxHealth
4,267,1,1963.35,90.08,506.77,12.92,113.54,15,1,0.374,0.325,0.057,0.418,0.1872,1.76035,136.1,5.3793,16.22,106.1
4,175,1,1827.35,90.08,432.99,98.2141,145.98,12,1,0.374,0.323,0.076,0.286,0.1872,1.75259,136.1,5.44281,16.22,106.1
4,266,1,1575.28,90.08,480,0,0,16,0,0.234,0.111,0,0.075,0.1452,0.977078,115.1,3.30184,12.02,85.1
4,69,1,1499.34,90.08,418.4,77.5352,56.8,13,0,0.212,0.279,0.099,0.09,0.1386,1.71756,111.8,4.50289,11.36,81.8
4,347,1,1477.26,90.08,408.26,23.1122,36.52,13,0,0.442,0.222,0.051,0.122,0.2076,1.31563,146.3,5.00674,18.26,116.3
4,279,1,1428.63,90.08,383.32,51.1751,46.64,12,0,0.222,0.25,0.069,0.069,0.1416,1.5835,113.3,4.275,11.66,83.3
4,87,1,1400.44,90.08,344.43,97.0648,88.86,10,0,0.327,0.181,0.079,0.254,0.1731,1.22744,129.05,4.37612,14.81,99.05
4,197,1,1392.61,90.08,396.91,59.7243,13.82,13,0,0.294,0.241,0.08,0.109,0.1632,1.49244,124.1,4.59112,13.82,94.1
4,318,1,1387.14,90.08,420,101.966,0,14,0,0.381,0.332,0.127,0.234,0.1893,1.78052,137.15,5.73795,16.43,107.15
4,68,1,1361.27,90.08,390,54.5113,0,13,0,0.252,0.373,0.05,0.168,0.1506,2.08301,117.8,5.01198,12.56,87.8
4,130,1,1320.87,90.08,360,9.63293,0,12,0,0.138,0.112,0.071,0.089,0.1164,1.01363,100.7,3.23874,9.14,70.7
4,157,1,1304.93,90.08,360,57.1871,0,12,0,0.122,0.35,0.013,0.229,0.1116,2.1219,98.3,4.0742,8.66,68.3
4,288,1,1261.74,90.08,330,27.0737,0,11,0,0.307,0.068,0,0,0.1671,0.777372,126.05,3.31826,14.21,96.05
4,154,1,1240.74,90.08,330,69.0767,0,11,0,0.151,0.318,0,0.000999995,0.1203,1.94595,102.65,4.01311,9.53,72.65
4,161,0,1239.97,85.06,393.49,116.27,126.98,11,0,0.438,0.277,0.069,0.212,0.2064,1.52102,145.7,5.42596,18.14,115.7
4,277,1,1235.99,90.08,330,56.9539,0,11,0,0.198,0.194,0.08,0.027,0.1344,1.35476,109.7,3.92047,10.94,79.7
4,88,1,1231.5,90.08,312.65,79.4253,25.3,10,0,0.255,0.114,0.101,0.02,0.1515,0.98279,118.25,3.79942,12.65,88.25
