generation,blobIndex,survived,fitness,timeAlive,energyGained,healthLost,damageDealt,foodEaten,killCount,gSize,gSpeed,gPredation,gAggression,worldScale,moveForce,maxEnergy,energyCost,attackDamage,maxHealth
17,363,1,4136.34,90.06,542.5,35,1085,0,6,1,0.102,0.334,0.994,0.375,0.704,230,7.356,35,200
17,190,1,4054.86,90.06,542.5,182.561,1085,0,6,1,0.066,0.391,0.685,0.375,0.632,230,7.224,35,200
17,256,1,3898.23,90.06,672.5,35,805,9,6,1,0,0.394,0.994,0.375,0.5,230,6.576,35,200
17,252,0,3151.13,50.62,455,210,910,0,6,1,0.078,0.31,0.682,0.375,0.656,230,7.02,35,200
17,125,0,2867.67,39.9599,437.5,210,875,0,3,1,0.09,0.391,0.562,0.375,0.68,230,7.464,35,200
17,277,0,2770.27,55.4399,402.5,210,805,0,4,1,0.15,0.391,0.769,0.375,0.8,230,8.064,35,200
17,288,0,2758.89,65.86,385,200.2,770,0,5,1,0.219,0.395,0.769,0.375,0.938,230,8.77,35,200
17,20,0,2752.19,85.9599,410,201.199,700,2,5,1,0.024,0.334,0.931,0.375,0.548,230,6.576,35,200
17,62,0,2738.78,75.4799,385,201.119,770,0,4,1,0.024,0.374,0.859,0.375,0.548,230,6.736,35,200
17,36,0,2640.96,76.8999,350,201.639,700,0,6,1,0,0.454,0.739,0.375,0.5,230,6.816,35,200
17,321,0,2632.37,72.56,367.5,200.56,735,0,4,1,0.053,0.391,0.937,0.375,0.606,230,7.094,35,200
17,257,0,2629.24,77.22,367.5,201.322,735,0,4,1,0.081,0.532,0.757,0.375,0.662,230,7.938,35,200
17,217,0,2617.4,36.7999,385,210,770,0,4,1,0.372,0.433,0.769,0.375,1.244,230,10.452,35,200
17,270,0,2615.82,64.8,367.5,201.279,735,0,4,1,0.189,0.325,0.769,0.375,0.878,230,8.19,35,200
17,57,0,2599.13,45.7199,385,210,770,0,3,1,0.303,0.341,0.892,0.375,1.106,230,9.394,35,200
17,195,0,2575.42,39.0599,385,210,770,0,3,1,0.18,0.406,0.892,0.375,0.86,230,8.424,35,200
17,229,0,2552.65,70.7999,367.5,229.36,735,0,3,1,0.06,0.487,0.847,0.375,0.62,230,7.548,35,200
17,32,1,2343.6,90.06,699.7,104.52,139.4,21,1,0.995,0,0.094,0.613,0.3735,0.5,229.25,5.361,34.85,199.25
17,251,0,2277.17,56.66,350,210,700,0,2,1,0,0.484,0.616,0.375,0.5,230,6.936,35,200
17,8,0,2259.71,47.1999,315,210,630,0,4,1,0.107,0.466,0.769,0.375,0.714,230,7.934,35,200
17,88,0,2248.41,58.66,315,210,630,0,3,1,0.006,0.391,0.598,0.375,0.512,230,6.624,35,200
17,330,1,2245.7,90.06,870,139.31,0,29,0,1,0.219,0.295,0.847,0.375,0.938,230,8.37,35,200
17,81,1,2190.62,90.06,810,70,0,27,0,1,0.255,0.071,0.445,0.375,1.01,230,7.834,35,200
17,7,0,2186.86,67.8999,297.5,201.759,595,0,3,1,0.06,0.355,0.769,0.375,0.62,230,7.02,35,200
17,2,1,2149.6,90.06,780,35,0,26,0,1,0.105,0.06,0.472,0.375,0.71,230,6.29,35,200
17,397,1,2140.21,90.06,780,70,0,26,0,0.992,0,0,0.736,0.3726,0.5,228.8,4.976,34.76,198.8
17,69,0,2140.04,54.5,297.5,210,595,0,3,1,0,0.391,0.472,0.375,0.5,230,6.564,35,200
17,279,1,2077.05,90.06,780,121.482,0,26,0,1,0.171,0.277,0.847,0.375,0.842,230,7.818,35,200
17,100,0,2076.94,66.2799,280,200.2,560,0,3,1,0.024,0.452,0.685,0.375,0.548,230,7.048,35,200
17,248,1,2068.71,90.06,750,93.0082,0,25,0,0.98,0.249,0,0.472,0.369,1.01294,227,7.40012,34.4,197
17,227,0,1961.39,44.76,297.5,210,595,0,2,1,0.243,0.395,0.262,0.375,0.986,230,9.01,35,200
17,261,1,1952.64,90.06,690,70,0,23,0,1,0.159,0.056,0.46,0.375,0.818,230,6.814,35,200
17,338,1,1932.31,90.06,690,125.795,0,23,0,0.839,0.241,0,0.742,0.3267,1.0984,205.85,6.69419,30.17,175.85
17,200,1,1927.14,90.06,647.5,70,35,21,0,1,0.105,0.069,0.847,0.375,0.71,230,6.326,35,200
17,232,1,1888.59,90.06,660,70,0,22,0,1,0.107,0.086,0.754,0.375,0.714,230,6.414,35,200
17,67,0,1887.55,53.8199,245,231.079,490,0,4,1,0.153,0.406,0.35,0.375,0.806,230,8.154,35,200
17,308,1,1877.45,90.06,660,35,0,22,0,1,0,0.298,0.235,0.375,0.5,230,6.192,35,200
17,378,1,1873.59,90.06,630,0,0,21,0,0.977,0.024,0.012,0.859,0.3681,0.549656,226.55,5.21569,34.31,196.55
17,357,0,1872.16,45.58,280,201.282,560,0,2,1,0.255,0.391,0.877,0.375,1.01,230,9.114,35,200
17,235,0,1866.33,43.08,280,210,560,0,2,1,0.117,0.301,0.754,0.375,0.734,230,7.374,35,200
17,10,1,1840.21,90.06,630,70,0,21,0,0.992,0.228,0,0.589,0.3726,0.961472,228.8,7.24506,34.76,198.8
17,244,1,1832.14,90.06,617.5,140,35,20,0,1,0.024,0.069,0.958,0.375,0.548,230,5.516,35,200
17,390,1,1821.38,90.06,660,147.961,0,22,0,1,0.219,0.295,0.709,0.375,0.938,230,8.37,35,200
17,384,0,1814.31,27.22,280,210,560,0,2,1,0.053,0.391,0.847,0.375,0.606,230,7.094,35,200
17,73,1,1801.77,90.06,630,105,0,21,0,1,0.239,0.155,0.481,0.375,0.978,230,8.01,35,200
17,189,1,1795.56,90.06,630,105,0,21,0,1,0.054,0.201,0.511,0.375,0.608,230,6.344,35,200
17,141,0,1788.16,78.9799,340,200.323,560,2,0,1,0.078,0.324,0.814,0.375,0.656,230,7.076,35,200
17,129,0,1787.6,49.5799,262.5,201.199,525,0,2,1,0.141,0.391,0.859,0.375,0.782,230,7.974,35,200
17,346,0,1787.37,34.8799,245,210,490,0,3,1,0.219,0.52,0.769,0.375,0.938,230,9.27,35,200
17,174,1,1772.09,90.06,630,170.574,0,21,0,0.992,0.309,0.132,0.805,0.3726,1.12542,228.8,8.57917,34.76,198.8
17,382,1,1763.82,90.06,600,89.0005,0,20,0,1,0.33,0.051,0.892,0.375,1.16,230,8.504,35,200
17,158,0,1763.11,45.7199,262.5,210,525,0,2,1,0.066,0.52,0.76,0.375,0.632,230,7.74,35,200
17,181,0,1750.51,38.36,262.5,210,525,0,2,1,0.086,0.391,0.769,0.375,0.672,230,7.424,35,200
17,322,0,1749.14,56.8599,280,201.279,560,0,1,1,0.107,0.46,0.589,0.375,0.714,230,7.91,35,200
17,55,0,1720.89,59.5799,245,200.4,490,0,2,1,0.026,0.391,0.664,0.375,0.552,230,6.824,35,200
17,98,1,1713.32,90.06,570,70,0,19,0,1,0.132,0.051,0.769,0.375,0.764,230,6.524,35,200
17,122,1,1692.37,90.06,540,0,0,18,0,0.986,0.105,0.021,0.46,0.3708,0.71441,227.9,6.08318,34.58,197.9
17,142,1,1666.49,90.06,570,175,0,19,0,0.985,0.081,0.00899999,0.814,0.3705,0.665645,227.75,5.79371,34.55,197.75
17,160,0,1654.7,38.1,245,210,490,0,2,1,0.024,0.37,0.994,0.375,0.548,230,6.72,35,200
17,46,1,1642.71,90.06,540,105,0,18,0,0.98,0.093,0,0.73,0.369,0.69158,227,5.85884,34.4,197
17,183,1,1636.89,90.06,540,104.76,0,18,0,0.977,0.18,0.044,0.562,0.3681,0.87242,226.55,6.88216,34.31,196.55
17,298,0,1627.81,60.7599,227.5,200.919,455,0,2,1,0.024,0.391,0.703,0.375,0.548,230,6.804,35,200
17,334,1,1624.25,90.06,540,97.0609,0,18,0,1,0.107,0.166,0.481,0.375,0.714,230,6.734,35,200
17,237,0,1618.4,43.7799,262.5,210,525,0,1,1,0,0.359,0.892,0.375,0.5,230,6.436,35,200
17,278,1,1612.71,90.06,510,35,0,17,0,1,0,0.037,0.814,0.375,0.5,230,5.148,35,200
17,85,0,1610.15,42.7199,210,234.398,420,0,3,1,0.375,0.424,0.877,0.375,1.25,230,10.446,35,200
17,35,1,1609.6,90.06,510,35,0,17,0,1,0,0.06,0.637,0.375,0.5,230,5.24,35,200
17,137,0,1609.37,54.2799,227.5,200.04,455,0,2,1,0.114,0.391,0.496,0.375,0.728,230,7.704,35,200
17,303,1,1600.21,90.06,510,70,0,17,0,0.992,0.057,0,0.418,0.3726,0.615368,228.8,5.54326,34.76,198.8
17,328,0,1578.3,65.1999,243.32,199.831,486.64,0,1,0.992,0.024,0.391,0.808,0.3726,0.548576,228.8,6.77885,34.76,198.8
17,247,1,1565.04,90.06,510,121.157,0,17,0,0.968,0.111,0.071,0.424,0.3654,0.732656,225.2,6.27669,34.04,195.2
17,23,1,1557.31,90.06,510,137.15,0,17,0,0.977,0.111,0.069,0.52,0.3681,0.729659,226.55,6.30168,34.31,196.55
17,180,1,1549.16,90.06,399.7,195.567,139.4,11,0,0.995,0,0.086,0.556,0.3735,0.5,229.25,5.329,34.85,199.25
17,336,0,1540.93,34.2999,227.5,210,455,0,2,1,0.321,0.493,0.544,0.375,1.142,230,10.182,35,200
17,370,0,1519.77,33.12,280,210,560,0,0,1,0.06,0.391,0.847,0.375,0.62,230,7.164,35,200
17,343,1,1515.25,90.06,480,104.52,0,16,0,0.983,0,0.057,0.616,0.3699,0.5,227.45,5.177,34.49,197.45
17,76,1,1512.58,90.06,480,105,0,16,0,1,0.084,0.075,0.379,0.375,0.668,230,6.14,35,200
17,123,1,1507.6,90.06,437.29,70,34.58,14,0,0.986,0,0.057,0.472,0.3708,0.5,227.9,5.186,34.58,197.9
17,274,1,1507.51,90.06,450,0,0,15,0,0.977,0,0.057,0.847,0.3681,0.5,226.55,5.159,34.31,196.55
17,309,0,1505.56,51.98,210,201.759,420,0,2,1,0.219,0.391,0.476,0.375,0.938,230,8.754,35,200
17,348,1,1484.14,90.06,450,34.31,0,15,0,1,0.084,0.103,0.859,0.375,0.668,230,6.252,35,200
17,365,0,1470.83,43.5999,210,201.199,420,0,2,1,0.18,0.553,0.476,0.375,0.86,230,9.012,35,200
17,119,0,1462.96,38.8399,210,202.359,420,0,2,1,0.372,0.46,0.649,0.375,1.244,230,10.56,35,200
17,163,0,1450.81,86.38,630,209.31,0,21,0,1,0.024,0.053,0.652,0.375,0.548,230,5.452,35,200
17,233,1,1447.1,90.06,420,0,0,14,0,0.977,0.024,0.06,0.826,0.3681,0.549656,226.55,5.40769,34.31,196.55
17,367,0,1445.96,17.6399,245,210,490,0,1,1,0.228,0.313,0.769,0.375,0.956,230,8.532,35,200
17,337,1,1417.88,90.06,420,42.5109,0,14,0,0.992,0.066,0.119,1,0.3726,0.633584,228.8,6.10883,34.76,198.8
17,214,0,1406.28,38.5999,227.5,210,455,0,1,1,0.024,0.433,0.496,0.375,0.548,230,6.972,35,200
17,176,0,1404.98,37.3199,227.5,210,455,0,1,1,0.00899998,0.391,0.808,0.375,0.518,230,6.654,35,200
17,191,1,1397.86,90.06,420,92.2647,0,14,0,0.992,0.108,0.083,0.676,0.3726,0.718592,228.8,6.38282,34.76,198.8
17,282,0,1386.51,31.2199,227.5,210,455,0,1,1,0.18,0.406,0.476,0.375,0.86,230,8.424,35,200
17,96,0,1384.18,19.6999,262.5,210,525,0,0,1,0.177,0.395,0.847,0.375,0.854,230,8.35,35,200
17,225,0,1367.5,57.9999,210,200.962,420,0,1,1,0.117,0.46,0.649,0.375,0.734,230,8.01,35,200
17,201,0,1363.57,54.9399,210,202.998,420,0,1,1,0.114,0.391,0.427,0.375,0.728,230,7.704,35,200
17,14,1,1361.18,90.06,420,172.93,0,14,0,1,0,0.056,0.712,0.375,0.5,230,5.224,35,200
17,376,0,1359.68,23.3199,227.5,210,455,0,1,1,0.216,0.52,0.673,0.375,0.932,230,9.24,35,200
17,215,0,1349.78,49.9599,210,201.556,420,0,1,1,0.219,0.391,0.736,0.375,0.938,230,8.754,35,200
17,41,0,1348.42,56.66,205.86,197.768,411.72,0,1,0.977,0.117,0.391,0.859,0.3681,0.742073,226.55,7.64885,34.31,196.55
17,42,1,1333.54,90.06,390,107.941,0,13,0,0.848,0,0.057,0.895,0.3294,0.5,207.2,4.772,30.44,177.2
17,164,0,1318.5,31.2199,245,210,490,0,0,1,0.132,0.433,0.538,0.375,0.764,230,8.052,35,200
17,161,1,1305.38,90.06,390,151.833,0,13,0,0.977,0.112,0.103,0.751,0.3681,0.731728,226.55,6.44754,34.31,196.55
17,196,1,1273.66,90.06,360,98.5147,0,12,0,0.977,0,0.091,0.445,0.3681,0.5,226.55,5.295,34.31,196.55
17,121,1,1271.27,90.06,360,110.864,0,12,0,0.95,0.051,0.063,0.877,0.36,0.60965,222.5,5.5967,33.5,192.5
17,340,0,1268.68,23.7199,210,210,420,0,1,1,0.216,0.403,0.55,0.375,0.932,230,8.772,35,200
17,253,1,1249.79,90.06,360,155.718,0,12,0,0.839,0.024,0.056,0.61,0.3267,0.559592,205.85,4.95782,30.17,175.85
