generation,blobIndex,survived,fitness,timeAlive,energyGained,healthLost,damageDealt,foodEaten,killCount,gSize,gSpeed,gPredation,gAggression,worldScale,moveForce,maxEnergy,energyCost,attackDamage,maxHealth
23,220,1,3725.1,90.04,655,0,770,9,4,1,0.135,0.352,1,0.375,0.77,230,7.758,35,200
23,335,1,3420.55,90.04,657.5,175,595,12,6,1,0.132,0.469,0.664,0.375,0.764,230,8.196,35,200
23,388,1,3353.34,90.04,670,175,560,13,5,1,0.135,0.328,0.97,0.375,0.77,230,7.662,35,200
23,151,1,3310.94,90.04,767.5,175,455,18,4,1,0.214,0.355,0.682,0.375,0.928,230,8.56,35,200
23,215,1,3229.83,90.04,665,140,490,14,5,1,0.144,0.391,0.934,0.375,0.788,230,8.004,35,200
23,110,1,3183.38,90.04,762.5,140,385,19,4,1,0.129,0.448,0.823,0.375,0.758,230,8.082,35,200
23,187,0,2917.93,52.0599,517.5,210,735,5,5,1,0.444,0.391,0.994,0.375,1.388,230,11.004,35,200
23,328,1,2733.98,90.04,595,143.881,350,14,3,1,0.117,0.457,0.898,0.375,0.734,230,7.998,35,200
23,48,0,2649.88,31.2801,402.5,210,805,0,3,1,0.495,0.391,0.724,0.375,1.49,230,11.514,35,200
23,121,1,2642.06,90.04,480,147.559,420,9,3,1,0.075,0.328,0.889,0.375,0.65,230,7.062,35,200
23,203,1,2527.63,90.04,612.5,175,385,14,1,1,0.057,0.361,0.82,0.375,0.614,230,7.014,35,200
23,64,0,2481.8,52.22,350,200.56,700,0,4,1,0.135,0.328,0.97,0.375,0.77,230,7.662,35,200
23,181,0,2394.75,55.3,400,201.199,560,4,5,1,0.456,0.34,1,0.375,1.412,230,10.92,35,200
23,224,0,2370.31,50.48,332.5,200.12,665,0,4,1,0.147,0.463,0.94,0.375,0.794,230,8.322,35,200
23,177,1,2368.66,90.04,687.5,49.0405,175,20,1,1,0.09,0.394,1,0.375,0.68,230,7.476,35,200
23,207,0,2363.23,30.3999,332.5,210,665,0,5,1,0.315,0.371,0.877,0.375,1.13,230,9.634,35,200
23,20,0,2341.41,56.5601,315,200.56,630,0,5,1,0.117,0.457,0.892,0.375,0.734,230,7.998,35,200
23,149,0,2280.83,59.14,315,201.119,630,0,4,1,0.135,0.655,0.871,0.375,0.77,230,8.97,35,200
23,372,0,2252.85,39.9001,345,210,630,1,3,1,0.241,0.406,0.919,0.375,0.982,230,9.034,35,200
23,300,0,2228.6,30.84,345,210,630,1,3,1,0.09,0.364,0.742,0.375,0.68,230,7.356,35,200
23,62,0,2223.24,36.2801,315,210,630,0,4,1,0.112,0.574,1,0.375,0.724,230,8.416,35,200
23,25,0,2018.63,31.2801,315,210,630,0,2,1,0.147,0.391,0.997,0.375,0.794,230,8.034,35,200
23,104,0,2011,42.14,280,210,560,0,3,1,0.417,0.34,0.769,0.375,1.334,230,10.53,35,200
23,186,0,1985.49,30.9599,327.5,210,595,1,2,1,0.105,0.304,0.796,0.375,0.71,230,7.266,35,200
23,318,1,1972.08,90.04,720,166.125,0,24,0,0.862,0.195,0,0.658,0.3336,0.97073,209.3,6.37454,30.86,179.3
23,234,0,1941.76,20.4601,280,210,560,0,3,1,0.189,0.484,0.721,0.375,0.878,230,8.826,35,200
23,390,0,1913.92,25.84,262.5,210,525,0,4,1,0.219,0.394,1,0.375,0.938,230,8.766,35,200
23,301,1,1912.37,90.04,660,35,0,22,0,0.946,0.219,0.039,1,0.3588,0.973478,221.9,7.11304,33.38,191.9
23,157,0,1902.32,21.2601,262.5,210,525,0,4,1,0.444,0.34,0.793,0.375,1.388,230,10.8,35,200
23,101,0,1879.88,44.64,257.5,210,455,1,5,1,0.219,0.487,0.769,0.375,0.938,230,9.138,35,200
23,163,0,1842.8,34.5799,377.5,210,455,5,2,1,0.262,0.472,0.808,0.375,1.024,230,9.508,35,200
23,327,0,1794.01,58.88,252.5,200.2,385,2,5,1,0.072,0.461,1,0.375,0.644,230,7.564,35,200
23,256,1,1760.63,90.04,600,35,0,20,0,1,0.00599999,0.274,0.586,0.375,0.512,230,6.156,35,200
23,82,0,1722.43,28.7199,262.5,210,525,0,2,1,0,0.391,0.691,0.375,0.5,230,6.564,35,200
23,130,0,1665.3,23.7,227.5,210,455,0,3,1,0,0.391,0.961,0.375,0.5,230,6.564,35,200
23,99,0,1638.22,33.66,210,210,420,0,4,1,0.15,0.586,0.994,0.375,0.8,230,8.844,35,200
23,226,1,1635.14,90.04,510,0,0,17,0,1,0.021,0,0.889,0.375,0.542,230,5.21,35,200
