generation,blobIndex,survived,fitness,timeAlive,energyGained,healthLost,damageDealt,foodEaten,killCount,gSize,gSpeed,gPredation,gAggression,worldScale,moveForce,maxEnergy,energyCost,attackDamage,maxHealth
19,14,1,5794.89,90.06,840,175,1680,0,8,1,0.286,0.391,1,0.375,1.072,230,9.424,35,200
19,383,1,5114.55,90.06,735,105,1470,0,5,1,0.117,0.301,0.994,0.375,0.734,230,7.374,35,200
19,135,1,5001.81,90.06,840,91.1594,1260,7,6,1,0.241,0.391,0.793,0.375,0.982,230,8.974,35,200
19,177,1,4842.39,90.06,780,70,1260,5,5,1,0.102,0.391,0.883,0.375,0.704,230,7.584,35,200
19,99,1,4727.39,90.06,690,140,1260,2,7,1,0.054,0.391,0.994,0.375,0.608,230,7.104,35,200
19,348,1,4159.1,90.06,577.5,157.998,1155,0,4,1,0.111,0.395,0.682,0.375,0.722,230,7.69,35,200
19,174,0,3966.5,56.46,595,210,1190,0,7,1,0.372,0.574,0.676,0.375,1.244,230,11.016,35,200
19,58,0,3886.79,88.1599,560,200.12,1120,0,7,1,0.129,0.391,0.877,0.375,0.758,230,7.854,35,200
19,342,0,3695.44,59.8799,577.5,210,1155,0,3,1,0.213,0.394,0.994,0.375,0.926,230,8.706,35,200
19,232,0,3633.78,71.66,560,210,1120,0,3,1,0.102,0.391,0.835,0.375,0.704,230,7.584,35,200
19,359,0,3594.93,80.58,542.5,200.04,1085,0,4,1,0.06,0.586,0.739,0.375,0.62,230,7.944,35,200
19,361,0,3458.34,44.48,542.5,210,1085,0,3,1,0.219,0.391,0.847,0.375,0.938,230,8.754,35,200
19,201,1,3336.78,90.06,530,35,700,6,4,1,0.081,0.34,0.496,0.375,0.662,230,7.17,35,200
19,289,1,3332.58,90.06,572.5,77.1216,665,8,4,1,0.086,0.391,0.52,0.375,0.672,230,7.424,35,200
19,15,0,3322.52,46.7,507.5,210,1015,0,4,1,0.149,0.388,0.994,0.375,0.798,230,8.042,35,200
19,84,0,3249.33,53.4,472.5,210,945,0,6,1,0,0.391,0.931,0.375,0.5,230,6.564,35,200
19,214,0,3129.21,78.58,455,200.922,910,0,4,1,0.144,0.406,0.709,0.375,0.788,230,8.064,35,200
19,18,0,3086.12,80.7399,437.5,200.56,875,0,5,1,0,0.433,0.385,0.375,0.5,230,6.732,35,200
19,305,0,3054.66,67.8999,437.5,201.279,875,0,5,1,0.129,0.379,0.709,0.375,0.758,230,7.806,35,200
19,245,0,3029.25,45.22,455,210,910,0,4,1,0.255,0.391,0.604,0.375,1.01,230,9.114,35,200
19,339,0,3006.15,53.82,420,210,840,0,7,1,0.102,0.461,0.76,0.375,0.704,230,7.864,35,200
19,1,0,2747.32,78.9,385,200.12,770,0,4,1,0.053,0.391,0.793,0.375,0.606,230,7.094,35,200
19,180,0,2701.17,50.52,402.5,210,805,0,3,1,0.036,0.454,0.385,0.375,0.572,230,7.176,35,200
19,316,0,2693.82,62.0999,367.5,210,735,0,6,1,0.123,0.427,0.769,0.375,0.746,230,7.938,35,200
19,295,0,2595.9,44.48,385,210,770,0,3,1,0,0.334,0.733,0.375,0.5,230,6.336,35,200
19,285,0,2585.16,40.9,385,210,770,0,3,1,0.09,0.334,0.562,0.375,0.68,230,7.236,35,200
19,142,0,2528.55,41.12,402.5,210,805,0,2,1,0.066,0.391,0.994,0.375,0.632,230,7.224,35,200
19,189,1,2434.75,90.06,528.32,27.0395,276.64,13,2,0.986,0.164,0.057,0.472,0.3708,0.834888,227.9,6.81222,34.58,197.9
19,308,0,2430.1,71.74,367.5,200.323,735,0,2,1,0.086,0.391,0.769,0.375,0.672,230,7.424,35,200
19,220,0,2389.72,71.6,315,200.842,630,0,5,1,0.006,0.4,0.847,0.375,0.512,230,6.66,35,200
19,178,0,2388.23,40.4799,332.5,210,665,0,5,1,0.129,0.448,0.649,0.375,0.758,230,8.082,35,200
19,145,1,2320.82,90.06,900,175,0,30,0,1,0.225,0.051,0.562,0.375,0.95,230,7.454,35,200
19,152,0,2306.22,45.56,332.5,210,665,0,3,1,0.06,0.395,0.892,0.375,0.62,230,7.18,35,200
19,46,0,2298.56,46.7,385,210,770,0,1,1,0.219,0.391,0.883,0.375,0.938,230,8.754,35,200
19,194,0,2272.87,65.0999,297.5,210,595,0,5,1,0,0.371,0.523,0.375,0.5,230,6.484,35,200
19,123,0,2269.13,52.3,350,228.721,700,0,2,1,0.366,0.313,0.445,0.375,1.232,230,9.912,35,200
19,294,1,2263.69,90.06,580.14,0,200.28,16,1,0.946,0.081,0.091,0.796,0.3588,0.675122,221.9,5.98576,33.38,191.9
19,109,0,2242.18,41.32,350,210,700,0,2,1,0.138,0.362,0.847,0.375,0.776,230,7.828,35,200
19,128,0,2060.09,44.48,315,210,630,0,2,1,0.141,0.346,0.799,0.375,0.782,230,7.794,35,200
19,268,1,2055.01,90.06,750,105,0,25,0,1,0.255,0.057,0.895,0.375,1.01,230,7.778,35,200
19,354,0,2022.26,34.44,315,210,630,0,2,1,0.132,0.499,0.769,0.375,0.764,230,8.316,35,200
19,68,0,1997.77,69.8999,262.5,200.517,525,0,3,1,0.102,0.385,0.505,0.375,0.704,230,7.56,35,200
19,366,1,1931.72,90.06,579.7,129.645,139.4,17,0,0.995,0.213,0.163,0.35,0.3735,0.929195,229.25,7.76061,34.85,199.25
19,236,0,1910.79,45.3999,315,210,630,0,1,1,0.12,0.376,0.589,0.375,0.74,230,7.704,35,200
19,331,1,1900.22,90.06,690,164.59,0,23,0,0.955,0.255,0.094,0.847,0.3615,1.04443,223.25,7.72215,33.65,193.25
19,108,0,1868.48,27.24,262.5,210,525,0,3,1,0.081,0.382,0.673,0.375,0.662,230,7.338,35,200
19,82,1,1847.71,90.06,660,175,0,22,0,1,0.117,0,0.796,0.375,0.734,230,6.17,35,200
19,183,0,1838.89,76.4799,275,200.762,490,1,2,1,0,0.313,0.574,0.375,0.5,230,6.252,35,200
19,163,0,1836.27,34.44,280,210,560,0,2,1,0.309,0.373,0.451,0.375,1.118,230,9.582,35,200
19,318,1,1829.4,90.06,630,70,0,21,0,1,0.081,0.08,0.994,0.375,0.662,230,6.13,35,200
19,6,1,1828.49,90.06,617.5,140,35,20,0,1,0,0.096,0.751,0.375,0.5,230,5.384,35,200
19,209,0,1822.75,29.2599,280,210,560,0,2,1,0.207,0.334,0.892,0.375,0.914,230,8.406,35,200
19,50,1,1800.83,90.06,630,105,0,21,0,1,0,0.162,0.829,0.375,0.5,230,5.648,35,200
19,322,1,1800.08,90.06,630,140,0,21,0,1,0.215,0.038,0.487,0.375,0.93,230,7.302,35,200
19,36,0,1798.76,21.2599,280,210,560,0,2,1,0.279,0.334,0.994,0.375,1.058,230,9.126,35,200
19,275,1,1788.39,90.06,600,35,0,20,0,0.977,0.207,0.069,0.355,0.3681,0.928283,226.55,7.24843,34.31,196.55
19,384,0,1778.72,35.54,297.5,210,595,0,1,1,0.174,0.505,1,0.375,0.848,230,8.76,35,200
19,56,0,1768.83,30.82,297.5,210,595,0,1,1,0.075,0.439,0.769,0.375,0.65,230,7.506,35,200
19,230,1,1731.91,90.06,600,105,0,20,0,1,0.06,0.228,0.571,0.375,0.62,230,6.512,35,200
19,162,1,1706.3,90.06,570,70,0,19,0,0.977,0.033,0.103,0.751,0.3681,0.568277,226.55,5.66845,34.31,196.55
19,132,0,1705.53,57.82,245,200.043,490,0,2,1,0.123,0.511,0.754,0.375,0.746,230,8.274,35,200
19,335,1,1701.09,90.06,570,105,0,19,0,1,0.171,0.012,0.616,0.375,0.842,230,6.758,35,200
19,65,0,1699.06,41.5199,280,210,560,0,1,1,0.228,0.502,0.769,0.375,0.956,230,9.288,35,200
19,241,1,1690.08,90.06,540,0,0,18,0,1,0.12,0.038,0.904,0.375,0.74,230,6.352,35,200
19,198,1,1660.69,90.06,540,35,0,18,0,1,0.105,0.126,0.46,0.375,0.71,230,6.554,35,200
19,338,1,1644.64,90.06,570,141.439,0,19,0,1,0.102,0.295,0.343,0.375,0.704,230,7.2,35,200
19,240,1,1545.42,90.06,480,35,0,16,0,1,0.09,0.091,0.748,0.375,0.68,230,6.264,35,200
19,273,1,1543.84,90.06,480,40.3198,0,16,0,1,0.129,0.083,0.769,0.375,0.758,230,6.622,35,200
19,134,0,1543.18,62.84,210,200.56,420,0,2,1,0,0.334,0.727,0.375,0.5,230,6.336,35,200
19,355,1,1542.86,90.06,510,105,0,17,0,1,0.006,0.295,0.649,0.375,0.512,230,6.24,35,200
19,95,1,1541.57,90.06,510,171.879,0,17,0,0.935,0.156,0.057,0.745,0.3555,0.84242,220.25,6.53216,33.05,190.25
19,64,1,1513.21,90.06,510,175.917,0,17,0,1,0.102,0.252,0.313,0.375,0.704,230,7.028,35,200
19,141,0,1500.31,18.7,227.5,210,455,0,2,1,0,0.406,0.814,0.375,0.5,230,6.624,35,200
19,374,1,1497.71,90.06,450,35,0,15,0,0.962,0.102,0,0.613,0.3636,0.715628,224.3,5.88274,33.86,194.3
19,358,1,1495.31,90.06,480,159.8,0,16,0,1,0.024,0,1,0.375,0.548,230,5.24,35,200
19,329,0,1490.22,32.3399,245,210,490,0,1,1,0.024,0.319,0.769,0.375,0.548,230,6.516,35,200
19,188,1,1476.63,90.06,480,175,0,16,0,1,0.066,0.082,0.481,0.375,0.632,230,5.988,35,200
19,283,1,1473.24,90.06,480,180.982,0,16,0,1,0.222,0.085,0.511,0.375,0.944,230,7.56,35,200
19,281,0,1466.32,89.3199,575,210,70,18,0,1,0.15,0.103,0.751,0.375,0.8,230,6.912,35,200
19,225,1,1462.71,90.06,450,105,0,15,0,1,0.056,0,0.769,0.375,0.612,230,5.56,35,200
19,167,1,1447.1,90.06,420,0,0,14,0,0.973,0,0.06,1,0.3669,0.5,225.95,5.159,34.19,195.95
19,199,1,1435.53,90.06,450,159.36,0,15,0,1,0.129,0,0.52,0.375,0.758,230,6.29,35,200
19,324,0,1406.3,26.92,262.5,210,525,0,0,1,0.228,0.379,0.631,0.375,0.956,230,8.796,35,200
19,247,1,1368.05,90.06,420,174.31,0,14,0,1,0.075,0,0.631,0.375,0.65,230,5.75,35,200
19,91,1,1351.84,90.06,420,171.609,0,14,0,0.892,0.081,0.13,0.559,0.3426,0.688244,213.8,5.95351,31.76,183.8
19,286,0,1348.46,89.5599,570,210,0,19,0,1,0.117,0,0.754,0.375,0.734,230,6.17,35,200
19,143,0,1345.91,16.5599,227.5,210,455,0,1,1,0.216,0.334,0.994,0.375,0.932,230,8.496,35,200
19,222,0,1337.4,48.7399,210,210,420,0,1,1,0,0.454,0.778,0.375,0.5,230,6.816,35,200
19,104,1,1325.21,90.06,390,140,0,13,0,0.962,0,0,0.613,0.3636,0.5,224.3,4.886,33.86,194.3
19,71,1,1322.13,90.06,390,129.939,0,13,0,0.977,0.042,0.06,0.778,0.3681,0.586898,226.55,5.5852,34.31,196.55
19,29,1,1310.99,90.06,390,153.036,0,13,0,0.695,0.177,0.057,0.703,0.2835,1.01595,184.25,5.75909,25.85,154.25
19,325,0,1310.74,19.0599,192.5,210,385,0,2,1,0.114,0.34,0.496,0.375,0.728,230,7.5,35,200
19,103,1,1307.71,90.06,390,175,0,13,0,1,0.06,0,0.883,0.375,0.62,230,5.6,35,200
19,165,1,1300.21,90.06,360,70,0,12,0,0.865,0.006,0,0.892,0.3345,0.51443,209.75,4.65014,30.95,179.75
19,196,0,1257.79,20.5,210,210,420,0,1,1,0.114,0.454,0.907,0.375,0.728,230,7.956,35,200
19,296,0,1244.92,47.9799,192.5,201.199,385,0,1,1,0.198,0.433,0.637,0.375,0.896,230,8.712,35,200
19,96,0,1203.61,25.1799,227.5,210,455,0,0,1,0.114,0.454,0.781,0.375,0.728,230,7.956,35,200
19,352,1,1185.13,90.06,330,159.9,0,11,0,0.866,0.048,0.075,0.433,0.3348,0.615296,209.9,5.33941,30.98,179.9
19,307,0,1183.28,27.8999,192.5,210,385,0,1,1,0.363,0.433,0.433,0.375,1.226,230,10.362,35,200
19,216,0,1160.81,21.2599,192.5,210,385,0,1,1,0,0.544,0.574,0.375,0.5,230,7.176,35,200
19,149,0,1144.08,43.14,210,225.323,420,0,0,1,0.315,0.52,0.394,0.375,1.13,230,10.23,35,200
19,347,0,1136.81,79.16,369.7,207.78,139.4,10,0,0.995,0,0.166,0.472,0.3735,0.5,229.25,5.649,34.85,199.25
19,265,0,1134.91,64.0799,407.5,213.161,35,13,1,1,0.369,0.094,0.877,0.375,1.238,230,9.066,35,200
19,113,0,1132.18,40.9,175,210,350,0,1,1,0.144,0.301,0.466,0.375,0.788,230,7.644,35,200
19,320,0,1130.36,25.88,157.5,210,315,0,2,1,0.216,0.553,0.631,0.375,0.932,230,9.372,35,200
19,398,0,1115.78,53.14,400,200.123,140,11,0,1,0.372,0.19,0.439,0.375,1.244,230,9.48,35,200
19,303,0,1099.53,73.5199,480,210,0,16,0,1,0,0.116,0.481,0.375,0.5,230,5.464,35,200
19,87,0,1097.59,56.5799,192.5,228.561,385,0,0,1,0.053,0.391,0.727,0.375,0.606,230,7.094,35,200
19,370,0,1085.16,86.5799,450,201.711,0,15,0,1,0.228,0.131,0.472,0.375,0.956,230,7.804,35,200
19,328,0,1068.74,65.9599,480,200.12,0,16,0,1,0.432,0.223,0.769,0.375,1.364,230,10.212,35,200
19,389,0,1067.69,82.82,450,200.882,0,15,0,1,0.219,0.175,0.637,0.375,0.938,230,7.89,35,200
19,378,0,1064.79,42.1399,192.5,210,385,0,0,1,0,0.391,0.598,0.375,0.5,230,6.564,35,200
19,302,0,1060.36,17.5999,175,210,350,0,1,1,0.066,0.331,0.286,0.375,0.632,230,6.984,35,200
19,362,0,1052.41,65,237.5,201.571,175,5,1,1,0.138,0.057,0.472,0.375,0.776,230,6.608,35,200
19,208,0,1025,31.42,192.5,210,385,0,0,1,0.165,0.502,0.466,0.375,0.83,230,8.658,35,200
19,159,0,1023.26,52.58,480,210,0,16,0,1,0.297,0.2,0.36,0.375,1.094,230,8.77,35,200
19,186,0,1021.06,78.4999,420,187.376,0,14,0,0.839,0.066,0,0.892,0.3267,0.663878,205.85,5.11324,30.17,175.85
19,290,0,1008.94,21.62,192.5,210,385,0,0,1,0.12,0.328,0.994,0.375,0.74,230,7.512,35,200
19,161,0,1001.5,83.32,420,210,0,14,0,1,0,0.201,0.667,0.375,0.5,230,5.804,35,200
19,345,0,1000.14,30.1999,157.5,210,315,0,1,1,0.093,0.371,0.262,0.375,0.686,230,7.414,35,200
19,219,0,985.262,76.98,420,210,0,14,0,1,0.078,0.166,0.622,0.375,0.656,230,6.444,35,200
19,332,0,974.625,43.54,175,210,350,0,0,1,0.066,0.37,0.76,0.375,0.632,230,7.14,35,200
19,381,0,973.59,70.62,420,210,0,14,0,1,0.102,0.081,0.457,0.375,0.704,230,6.344,35,200
19,48,0,973.575,66.06,365,201.642,70,11,0,1,0.303,0.094,0.472,0.375,1.106,230,8.406,35,200
19,4,0,973.35,68.1,420,210,0,14,0,1,0.162,0,1,0.375,0.824,230,6.62,35,200
19,227,0,964.625,18.32,157.5,210,315,0,1,1,0.024,0.391,0.793,0.375,0.548,230,6.804,35,200
