generation,blobIndex,survived,fitness,timeAlive,energyGained,healthLost,damageDealt,foodEaten,killCount,gSize,gSpeed,gPredation,gAggression,worldScale,moveForce,maxEnergy,energyCost,attackDamage,maxHealth
10,224,0,2284.22,84.22,389.295,139.445,478.59,5,3,0.593,0.231,0.055,0.269,0.2529,1.24405,168.95,5.7449,22.79,138.95
10,134,1,2135.3,90.1,302.39,120.989,304.78,5,3,0.559,0.068,0.057,0.763,0.2427,0.725964,163.85,4.40507,21.77,133.85
10,223,1,2032.92,90.1,389.35,142.31,238.7,9,2,0.629,0.051,0.057,0.254,0.2637,0.658763,174.35,4.51147,23.87,144.35
10,155,0,1939.35,81.54,379.615,179.232,399.23,6,2,0.857,0.129,0.117,0.463,0.3321,0.813341,208.55,6.21832,30.71,178.55
10,399,1,1929.05,90.1,328.58,103.195,237.16,7,2,0.552,0.137,0.051,0.207,0.2406,0.958128,162.8,4.86174,21.56,132.8
10,319,1,1890.84,90.1,407,106.822,214,10,1,0.725,0.111,0.071,0.382,0.2925,0.813575,188.75,5.38585,26.75,158.75
10,48,1,1829.8,90.1,375.6,97.8281,211.2,9,1,0.42,0.107,0.055,0.269,0.201,0.90018,143,4.17764,17.6,113
10,362,0,1814.26,70.96,333.3,163.638,306.6,6,3,0.685,0.145,0.051,0.266,0.2805,0.927025,182.75,5.43495,25.55,152.75
10,70,0,1780.86,50.14,257.44,168.91,394.88,2,4,0.656,0.218,0.214,0.269,0.2718,1.16098,178.4,6.55405,24.68,148.4
10,109,0,1708.62,77.72,338.275,147.024,316.55,6,2,0.645,0.194,0.175,0.293,0.2685,1.09461,176.75,6.16178,24.35,146.75
10,378,0,1689.3,76.38,370.62,134.086,261.24,8,2,0.559,0.339,0.082,0.613,0.2427,1.6265,163.85,6.49801,21.77,133.85
10,233,0,1658.19,81.88,259.04,152.46,278.08,4,3,0.676,0.063,0.056,0.526,0.2778,0.687236,181.4,4.75953,25.28,151.4
10,83,1,1638.08,90.1,359.525,94.7107,119.05,10,1,0.627,0.037,0.054,0.269,0.2631,0.615403,174.05,4.38419,23.81,144.05
10,293,0,1625.81,74.3,200.95,156.661,341.9,1,3,0.71,0.024,0.055,0.307,0.288,0.56888,186.5,4.54824,26.3,156.5
10,310,0,1624.28,79.54,273.4,148.688,246.8,5,3,0.656,0.186,0.071,0.207,0.2718,1.06395,178.4,5.7281,24.68,148.4
10,108,0,1584.7,66.64,224.48,139.971,388.96,1,2,0.596,0.073,0.082,0.418,0.2538,0.734476,169.4,4.66905,22.88,139.4
10,324,0,1458.56,82.46,251.47,127.427,142.94,6,4,0.514,0,0.157,0.311,0.2292,0.5,157.1,4.17,20.42,127.1
10,397,1,1444.85,90.1,405.32,47.08,30.64,13,0,0.344,0.107,0.083,0.054,0.1782,0.924576,131.6,4.01285,15.32,101.6
10,204,0,1356.73,62.38,217.405,164.355,194.81,4,3,0.761,0.258,0.055,0.269,0.3033,1.20099,194.15,6.71303,27.83,164.15
10,332,0,1354.22,71.64,228.805,156.159,337.61,2,1,0.699,0.107,0.157,0.269,0.2847,0.810621,184.85,5.60176,25.97,154.85
10,69,0,1339.97,64.06,261.06,149.007,222.12,5,2,0.656,0.053,0.214,0.269,0.2718,0.660696,178.4,5.24461,24.68,148.4
10,326,0,1332.85,64.54,171.815,145.211,223.63,2,3,0.511,0.053,0.056,0.496,0.2283,0.683751,156.65,4.1315,20.33,126.65
